ResponseID	ResponseSet	StartDate	EndDate	Finished	code	gender	firstasktreat	thankyouemploy	Q40	vignettebackground	interviewers	answersmatter	salaryrequest1	medsalaryguess	medsalarytold	Q35	vignetteagain	Q36	salaryrequest2	Q23	anspctgradjob	guesspctwork	anspctwork	guessavgsalary	ansavgsalary	Q17_1_TEXT	Q17_2_TEXT	Q17_3_TEXT	Q17_4_TEXT	Q18_1_TEXT	Q18_2_TEXT	Q18_3_TEXT	Q18_4_TEXT	current_happiness_1	ask_stc_10_mx25	ask_cruk_10_mx25a	Q19	DO-BR-FL_21	DO-BR-FL_22	DO-BR-FL_100	DO-BR-FL_132	DO-BR-FL_133	DO-BR-FL_138	DO-BR-FL_120	DO-BR-FL_121	DO-BR-FL_126	DO-BR-FL_108	DO-BR-FL_109	DO-BR-FL_114	DO-BR-FL_144	DO-BR-FL_145	DO-BR-FL_150	DO-BR-FL_158	DO-BR-FL_159	DO-BR-FL_164
R_0V5Rq3A85Us3FrX	Default Response Set	10.07.2017 13:27	10.07.2017 14:00	1	lpyc0r	female	domestic_ha	1	1	1	1	1	28	25	1	1	1	1	23	58	1	58	1	21.5	1	Graduate Data Scientist	Harvey Nash Plc	IT	22	Graduate Data Scientist	Computer People	It	35	Extremely unhappy	5		1													FL_145	FL_148|FL_146				
R_ODRec4lb153TyxP	Default Response Set	10.07.2017 13:57	10.07.2017 14:08	1	vq080z	male	international_hb	1	1	1	1	1	18	22	1	1	1	1	21	78	1	50	1	21	1	Credit Risk Analyst	Oliver James Associates	 Finance	30	Insurance Business Analyst	 JM Group	Finance	60	Moderately happy		1	1				FL_138		FL_139|FL_141												
R_3nejUMpnMDwBCYH	Default Response Set	03.07.2017 17:41	03.07.2017 17:41	0	cccsdl	male	international_ha	1																																															
R_tLFOk7Jh0FCqYed	Default Response Set	03.07.2017 16:49	03.07.2017 17:55	0	ggrl5c	female	noask	1	1	1	1	1	23	23	1	1	1	1	24	45	1	56	1	20	1	Graduate trainee consultant 	Not mentioned 	Finance 	22000																										
R_2wt5dAOqdlicslH	Default Response Set	27.06.2017 21:16	03.07.2017 18:03	0	mlkhwm	male	noask	1	1	1	1	1	32	18.5	1	1	1	1	23	25	1	42	1	21	1	GM	Vital	Hospitality	26000																										
R_BqVY6bZeHdXYpcl	Default Response Set	05.07.2017 15:38	10.07.2017 19:16	1	oomdw3	female	noask	1	1	1	1	1	22	18	1	1	1	1	24	50	1	40	1	21	1	Administrator PA executive assistant 	Joseph Harry ltd	IT	26	Community manager	Talent interna?ional 	IT	30	Slightly happy	1		1	FL_22	FL_98|FL_97																
R_3MhYWqfbd5Z7H98	Default Response Set	03.07.2017 21:57	03.07.2017 22:15	0	3mnm9b	female	noask	1	1	1	1	1	30	25	1	1	1	1	30	20	1	35	1	27	1																														
R_1CBdAOS41BwGqdi	Default Response Set	29.06.2017 01:37	04.07.2017 06:22	0	s9fyd	female	domestic_hb	1	1	1	1	1	140	100	1																																								
R_1nUg8RQsGYtriPV	Default Response Set	04.07.2017 10:39	04.07.2017 10:43	0	9z9vu9	male	international_ha	1	1	1	1	1	20	"20,000"	1	1	1	1	20																																				
R_bge2Pof1jA2wgdb	Default Response Set	09.07.2017 15:49	09.07.2017 16:01	0	157od2	male	domestic_ha	1	1	1	1	1	40	40	1	1	1	1	22	60	1	45	1	30	1	International Trainee Recruitment Consultant	International Trainee Recruitment Consultant: McGregor Boyall	HR	22																										
R_2BbbrAZVUbBVZ12	Default Response Set	06.07.2017 12:24	07.07.2017 08:32	0	zzb3bm	female	international_hb	1	1	1	1	1	25	18	1	1	1	1	21	30	1	75	1	18	1	Retail/Sales Assistant	Apollo Advertising	Sales	16																										
R_1N4eQIOwHe9SpIW	Default Response Set	05.07.2017 01:55	05.07.2017 01:56	0	ihx2eg	male	noask	1	1	1	1																																												
R_2tlJ8p2Q6WHK8MI	Default Response Set	28.06.2017 18:30	04.07.2017 20:15	0	l964kj	female	international_ha	1	1																																														
